date,CE-PM10,CE-PM2.5,CE-O3,CE-SO2,CE-NO2,CE-CO,CE_b-PM10,CE_b-PM2.5,CE_b-O3,CE_b-SO2,CE_b-NO2,CE_b-CO
2022-01-04 21:00:00,86.0,32.950001,3.0,5.8000002,66.699997,2.3900001, , , , , , 
2022-01-04 22:00:00,96.0,40.599998,4.0,6.5,62.200001,2.5999999, , , , , , 
2022-01-04 23:00:00,107.0,63.240002,4.0,7.4000001,62.599998,2.5799999, , , , , , 
2022-01-05 00:00:00,152.0,71.330002,5.0,8.0,63.099998,2.55, , , , , , 
2022-01-05 01:00:00,173.0,69.220001,4.0,7.5999999,60.599998,2.26, , , , , , 
2022-01-05 02:00:00,,,,,,,x,x,x,x,x,a
2022-01-05 03:00:00,178.0,76.239998,4.0,11.8,55.5,1.97, , , , , , 
2022-01-05 04:00:00,165.0,58.59,5.0,13.5,47.700001,1.64, , , , , , 
2022-01-05 05:00:00,142.0,34.720001,10.0,9.3000002,35.700001,1.41, , , , , , 
2022-01-05 06:00:00,93.0,32.07,8.0,7.5,37.799999,1.45, , , , , , 
2022-01-05 07:00:00,98.0,20.5,11.0,6.5,33.400002,1.35, , , , , , 
2022-01-05 08:00:00,67.0,19.719999,5.0,6.0,38.700001,1.5700001, , , , , , 
2022-01-05 09:00:00,79.0,19.6,8.0,5.9000001,38.099998,1.76, , , , , , 
2022-01-05 10:00:00,78.0,17.58,11.0,5.3000002,37.400002,1.7, , , , , , 
2022-01-05 11:00:00,84.0,15.11,18.0,5.0,34.299999,1.61, , , , , , 
2022-01-05 12:00:00,75.0,12.83,32.0,4.6999998,24.9,1.41, , , , , , 
2022-01-05 13:00:00,64.0,19.99,32.0,19.799999,41.900002,1.55, , , , , , 
2022-01-05 14:00:00,70.0,16.82,48.0,6.0999999,27.6,1.47, , , , , , 
2022-01-05 15:00:00,64.0,12.95,58.0,3.7,17.799999,1.39, , , , , , 
2022-01-05 16:00:00,56.0,15.96,64.0,4.0999999,19.200001,1.4299999, , , , , , 
2022-01-05 17:00:00,69.0,17.559999,68.0,8.0,19.299999,1.41, , , , , , 
2022-01-05 18:00:00,63.0,23.24,62.0,7.8000002,29.1,1.5599999, , , , , , 
2022-01-05 19:00:00,72.0,20.59,34.0,5.6999998,45.0,1.83, , , , , , 
2022-01-05 20:00:00,66.0,16.5,29.0,4.5999999,36.099998,1.66, , , , , , 
2022-01-05 21:00:00,57.0,17.01,24.0,4.4000001,36.900002,1.64, , , , , , 
2022-01-05 22:00:00,53.0,20.07,25.0,4.4000001,37.799999,1.66, , , , , , 
2022-01-05 23:00:00,58.0,25.49,15.0,5.1999998,46.400002,1.86, , , , , , 
2022-01-06 00:00:00,67.0,27.23,21.0,5.3000002,41.099998,1.63, , , , , , 
2022-01-06 01:00:00,84.0,26.93,19.0,7.0,42.299999,1.52, , , , , , 
2022-01-06 02:00:00,82.0,25.969999,21.0,7.4000001,38.599998,1.46, , , , , , 
2022-01-06 03:00:00,75.0,26.01,17.0,6.6999998,38.400002,1.47, , , , , , 
2022-01-06 04:00:00,76.0,26.440001,24.0,9.5,31.299999,1.39, , , , , , 
2022-01-06 05:00:00,71.0,29.23,16.0,7.5999999,38.599998,1.41, , , , , , 
2022-01-06 06:00:00,98.0,25.530001,18.0,7.4000001,34.299999,1.33, , , , , , 
2022-01-06 07:00:00,97.0,20.809999,16.0,8.1999998,35.599998,1.38, , , , , , 
2022-01-06 08:00:00,72.0,21.51,6.0,7.9000001,45.099998,1.7, , , , , , 
2022-01-06 09:00:00,82.0,28.25,7.0,7.4000001,47.599998,2.1400001, , , , , , 
2022-01-06 10:00:00,121.0,43.48,9.0,8.3000002,54.099998,2.3900001, , , , , , 
2022-01-06 11:00:00,152.0,22.17,23.0,8.6000004,40.700001,1.6799999, , , , , , 
2022-01-06 12:00:00,93.0,21.049999,42.0,7.3000002,32.200001,1.53, , , , , , 
2022-01-06 13:00:00,85.0,33.110001,58.0,6.8000002,35.200001,1.79, , , , , , 
2022-01-06 14:00:00,88.0,45.110001,63.0,11.4,48.0,1.99, , , , , , 
2022-01-06 15:00:00,109.0,55.84,88.0,10.9,41.0,1.8099999, , , , , , 
2022-01-06 16:00:00,113.0,33.360001,90.0,8.5,29.700001,1.6, , , , , , 
2022-01-06 17:00:00,83.0,26.040001,86.0,5.6999998,24.200001,1.49, , , , , , 
2022-01-06 18:00:00,84.0,25.43,45.0,6.0999999,50.700001,1.83, , , , , , 
2022-01-06 19:00:00,77.0,28.209999,28.0,8.1999998,71.800003,2.3299999, , , , , , 
2022-01-06 20:00:00,80.0,27.91,46.0,7.9000001,49.299999,1.91, , , , , , 
2022-01-06 21:00:00,71.0,21.6,38.0,5.4000001,33.400002,1.6900001, , , , , , 
2022-01-06 22:00:00,57.0,25.4,23.0,5.3000002,43.400002,1.84, , , , , , 
2022-01-06 23:00:00,67.0,48.139999,1.0,6.0999999,65.0,2.55, , , , , , 
2022-01-07 00:00:00,118.0,43.41,2.0,6.0,62.799999,2.3399999, , , , , , 
2022-01-07 01:00:00,102.0,29.75,13.0,5.4000001,43.099998,1.92, , , , , , 
2022-01-07 02:00:00,71.0,20.129999,29.0,4.8000002,18.1,1.63, , , , , , 
2022-01-07 03:00:00,60.0,18.65,32.0,4.4000001,14.0,1.4400001, , , , , , 
2022-01-07 04:00:00,57.0,15.44,35.0,4.0,10.6,1.33, , , , , , 
2022-01-07 05:00:00,57.0,23.01,19.0,7.1999998,23.700001,1.6, , , , , , 
2022-01-07 06:00:00,115.0,20.48,23.0,4.5999999,17.1,1.47, , , , , , 
2022-01-07 07:00:00,98.0,19.190001,17.0,5.8000002,21.700001,1.4, , , , , , 
2022-01-07 08:00:00,72.0,18.860001,11.0,6.9000001,25.9,1.5, , , , , , 
2022-01-07 09:00:00,69.0,21.18,6.0,6.1999998,31.5,1.67, , , , , , 
2022-01-07 10:00:00,84.0,32.799999,5.0,8.1999998,30.9,1.64, , , , , , 
2022-01-07 11:00:00,89.0,36.029999,6.0,10.8,29.9,1.8, , , , , , 
2022-01-07 12:00:00,74.0,39.07,10.0,10.2,28.700001,1.86, , , , , , 
2022-01-07 13:00:00,78.0,45.599998,13.0,8.1999998,28.1,1.84, , , , , , 
2022-01-07 14:00:00,76.0,49.150002,9.0,9.6999998,32.900002,1.9400001, , , , , , 
2022-01-07 15:00:00,86.0,45.110001,10.0,14.5,32.0,1.84, , , , , , 
2022-01-07 16:00:00,90.0,49.68,11.0,13.4,36.5,2.0, , , , , , 
2022-01-07 17:00:00,111.0,54.0,9.0,12.6,38.700001,1.99, , , , , , 
2022-01-07 18:00:00,117.0,47.98,4.0,10.4,38.5,1.97, , , , , , 
2022-01-07 19:00:00,97.0,36.139999,3.0,5.9000001,34.200001,1.92, , , , , , 
2022-01-07 20:00:00,77.0,37.43,2.0,4.9000001,30.700001,1.95, , , , , , 
2022-01-07 21:00:00,79.0,38.279999,3.0,4.5,29.799999,1.84, , , , , , 
2022-01-07 22:00:00,81.0,36.560001,2.0,4.3000002,30.1,1.8099999, , , , , , 
2022-01-07 23:00:00,72.0,35.799999,3.0,4.0999999,29.0,1.75, , , , , , 
2022-01-08 00:00:00,77.0,36.43,6.0,4.0,24.200001,1.65, , , , , , 
2022-01-08 01:00:00,67.0,32.529999,5.0,3.7,24.5,1.62, , , , , , 
2022-01-08 02:00:00,70.0,32.91,2.0,3.7,26.799999,1.66, , , , , , 
2022-01-08 03:00:00,70.0,36.150002,2.0,4.0,27.9,1.6799999, , , , , , 
2022-01-08 04:00:00,76.0,39.700001,2.0,4.0999999,28.700001,1.75, , , , , , 
2022-01-08 05:00:00,86.0,38.549999,,3.8,27.200001,1.76, , ,s, , , 
2022-01-08 06:00:00,80.0,35.919998,,3.8,25.1,1.79, , ,s, , , 
2022-01-08 07:00:00,68.0,51.970001,,3.7,28.0,1.92, , ,s, , , 
2022-01-08 08:00:00,95.0,56.34,,3.8,27.299999,2.1199999, , ,s, , , 
2022-01-08 09:00:00,102.0,59.720001,3.0,3.9000001,28.9,2.23, , , , , , 
2022-01-08 10:00:00,111.0,67.669998,8.0,4.0,32.0,2.05, , , , , , 
2022-01-08 11:00:00,119.0,72.510002,13.0,4.5,40.799999,2.1900001, , , , , , 
2022-01-08 12:00:00,139.0,81.150002,22.0,5.1999998,57.400002,2.46, , , , , , 
2022-01-08 13:00:00,156.0,79.040001,30.0,5.8000002,55.700001,2.3599999, , , , , , 
2022-01-08 14:00:00,154.0,70.360001,39.0,7.1999998,55.299999,2.4400001, , , , , , 
2022-01-08 15:00:00,138.0,68.480003,43.0,6.4000001,50.0,2.3399999, , , , , , 
2022-01-08 16:00:00,142.0,47.689999,46.0,5.6999998,39.0,2.1500001, , , , , , 
2022-01-08 17:00:00,116.0,44.990002,54.0,5.0999999,42.700001,2.1700001, , , , , , 
2022-01-08 18:00:00,122.0,50.970001,50.0,8.1000004,61.700001,2.1800001, , , , , , 
2022-01-08 19:00:00,131.0,49.509998,36.0,7.0,61.400002,2.27, , , , , , 
2022-01-08 20:00:00,126.0,62.849998,20.0,6.0999999,67.300003,2.55, , , , , , 
2022-01-08 21:00:00,132.0,60.439999,5.0,5.1999998,70.599998,2.6900001, , , , , , 
2022-01-08 22:00:00,122.0,66.730003,2.0,4.5999999,58.299999,2.6700001, , , , , , 
2022-01-08 23:00:00,125.0,73.330002,2.0,4.5,59.799999,2.97, , , , , , 
2022-01-09 00:00:00,139.0,82.860001,3.0,4.5,66.699997,3.4400001, , , , , , 
2022-01-09 01:00:00,172.0,107.22,4.0,5.1999998,67.300003,3.52, , , , , , 
2022-01-09 02:00:00,175.0,91.029999,3.0,6.3000002,62.299999,2.95, , , , , , 
2022-01-09 03:00:00,152.0,99.029999,4.0,7.0999999,60.400002,2.99, , , , , , 
2022-01-09 04:00:00,166.0,97.360001,3.0,8.3000002,56.700001,2.8599999, , , , , , 
2022-01-09 05:00:00,182.0,78.769997,3.0,9.3000002,50.099998,2.3599999, , , , , , 
2022-01-09 06:00:00,141.0,72.650002,3.0,10.2,47.099998,2.25, , , , , , 
2022-01-09 07:00:00,135.0,49.610001,4.0,17.5,40.0,1.91, , , , , , 
2022-01-09 08:00:00,98.0,50.57,4.0,17.299999,39.400002,2.05, , , , , , 
2022-01-09 09:00:00,120.0,49.48,5.0,13.7,39.200001,2.23, , , , , , 
2022-01-09 10:00:00,121.0,42.950001,11.0,17.799999,40.900002,2.0, , , , , , 
2022-01-09 11:00:00,100.0,53.849998,30.0,17.700001,35.099998,1.97, , , , , , 
2022-01-09 12:00:00,110.0,82.519997,54.0,13.7,39.099998,2.6300001, , , , , , 
2022-01-09 13:00:00,148.0,40.23,62.0,11.9,24.0,1.8, , , , , , 
2022-01-09 14:00:00,93.0,35.619999,70.0,11.4,19.200001,1.77, , , , , , 
2022-01-09 15:00:00,97.0,33.029999,68.0,10.2,14.9,1.6900001, , , , , , 
2022-01-09 16:00:00,81.0,25.83,50.0,10.0,13.8,1.64, , , , , , 
2022-01-09 17:00:00,70.0,18.690001,38.0,7.5,14.6,1.59, , , , , , 
2022-01-09 18:00:00,68.0,22.290001,29.0,6.1999998,15.3,1.65, , , , , , 
2022-01-09 19:00:00,72.0,18.639999,27.0,7.3000002,15.8,1.66, , , , , , 
2022-01-09 20:00:00,57.0,17.139999,24.0,6.0,17.9,1.66, , , , , , 
2022-01-09 21:00:00,55.0,16.83,28.0,5.1999998,14.5,1.7, , , , , , 
2022-01-09 22:00:00,50.0,15.52,33.0,4.9000001,10.0,1.59, , , , , , 
2022-01-09 23:00:00,45.0,14.84,38.0,5.4000001,8.8999996,1.58, , , , , , 
2022-01-10 00:00:00,58.0,11.18,33.0,5.4000001,9.3000002,1.29, , , , , , 
2022-01-10 01:00:00,85.0,10.38,29.0,4.5999999,9.8000002,1.28, , , , , , 
2022-01-10 02:00:00,71.0,10.86,28.0,4.0999999,8.1999998,1.42, , , , , , 
2022-01-10 03:00:00,87.0,13.92,28.0,3.5999999,7.4000001,1.38, , , , , , 
2022-01-10 04:00:00,132.0,11.37,25.0,4.0999999,9.1999998,1.48, , , , , , 
2022-01-10 05:00:00,76.0,9.9499998,25.0,4.5999999,8.1999998,1.42, , , , , , 
2022-01-10 06:00:00,71.0,8.8999996,22.0,5.0,10.8,1.4, , , , , , 
2022-01-10 07:00:00,61.0,9.1099997,14.0,5.6999998,18.799999,1.3200001, , , , , , 
2022-01-10 08:00:00,57.0,8.1300001,11.0,5.1999998,20.700001,1.35, , , , , , 
2022-01-10 09:00:00,49.0,10.5,9.0,6.8000002,22.5,1.65, , , , , , 
2022-01-10 10:00:00,61.0,14.17,5.0,10.4,27.4,1.61, , , , , , 
2022-01-10 11:00:00,68.0,15.09,9.0,5.0999999,25.5,1.6, , , , , , 
2022-01-10 12:00:00,94.0,16.540001,12.0,5.0999999,22.6,1.63, , , , , , 
2022-01-10 13:00:00,91.0,14.08,17.0,,17.9,1.54, , , ,s, , 
2022-01-10 14:00:00,81.0,15.2,13.0,6.1999998,23.200001,1.53, , , , , , 
2022-01-10 15:00:00,78.0,14.98,11.0,6.3000002,26.299999,1.49, , , , , , 
2022-01-10 16:00:00,70.0,13.84,13.0,5.5999999,24.9,1.49, , , , , , 
2022-01-10 17:00:00,73.0,12.95,15.0,5.9000001,22.700001,1.47, , , , , , 
2022-01-10 18:00:00,63.0,11.04,13.0,5.0999999,24.799999,1.4400001, , , , , , 
2022-01-10 19:00:00,64.0,11.58,10.0,6.1999998,27.700001,1.49, , , , , , 
2022-01-10 20:00:00,53.0,10.06,10.0,6.5,27.4,1.49, , , , , , 
2022-01-10 21:00:00,57.0,10.47,12.0,5.5,25.0,1.4299999, , , , , , 
2022-01-10 22:00:00,53.0,8.1000004,19.0,3.9000001,17.5,1.34, , , , , , 
2022-01-10 23:00:00,40.0,9.5299997,18.0,4.5999999,17.9,1.52, , , , , , 
2022-01-11 00:00:00,44.0,10.09,26.0,4.5999999,11.9,1.61, , , , , , 
2022-01-11 01:00:00,40.0,9.9399996,26.0,,11.4,1.61, , , ,s, , 
2022-01-11 02:00:00,42.0,10.59,22.0,4.9000001,15.9,1.41, , , , , , 
2022-01-11 03:00:00,41.0,9.0299997,25.0,4.0999999,13.2,1.42, , , , , , 
2022-01-11 04:00:00,39.0,9.46,27.0,3.9000001,12.6,1.33, , , , , , 
2022-01-11 05:00:00,41.0,8.5900002,29.0,3.5,10.5,1.26, , , , , , 
2022-01-11 06:00:00,36.0,8.9200001,23.0,4.5,16.700001,1.5, , , , , , 
2022-01-11 07:00:00,35.0,12.14,19.0,6.0999999,19.6,1.7, , , , , , 
2022-01-11 08:00:00,45.0,10.44,13.0,5.1999998,24.700001,1.55, , , , , , 
2022-01-11 09:00:00,45.0,11.85,6.0,4.5999999,30.700001,1.62, , , , , , 
2022-01-11 10:00:00,57.0,16.969999,6.0,7.3000002,31.799999,1.65, , , , , , 
2022-01-11 11:00:00,72.0,19.42,9.0,7.8000002,30.700001,1.75, , , , , , 
2022-01-11 12:00:00,74.0,20.450001,12.0,9.3000002,31.0,1.87, , , , , , 
2022-01-11 13:00:00,76.0,22.43,19.0,8.1000004,27.1,1.74, , , , , , 
2022-01-11 14:00:00,82.0,21.450001,33.0,6.3000002,18.4,1.49, , , , , , 
2022-01-11 15:00:00,67.0,18.790001,37.0,5.0999999,15.4,1.4400001, , , , , , 
2022-01-11 16:00:00,59.0,16.030001,38.0,6.3000002,14.6,1.41, , , , , , 
2022-01-11 17:00:00,58.0,13.33,36.0,5.0,14.4,1.42, , , , , , 
2022-01-11 18:00:00,65.0,12.18,30.0,4.4000001,18.0,1.45, , , , , , 
2022-01-11 19:00:00,55.0,11.34,24.0,3.8,21.700001,1.52, , , , , , 
2022-01-11 20:00:00,47.0,10.02,23.0,3.9000001,20.6,1.46, , , , , , 
2022-01-11 21:00:00,41.0,9.4700003,30.0,3.5,12.3,1.36, , , , , , 
2022-01-11 22:00:00,,,,,,,x,x,x,x,x,a
2022-01-11 23:00:00,33.0,9.4300003,31.0,3.4000001,8.8999996,1.3099999, , , , , , 
2022-01-12 00:00:00,26.0,10.35,29.0,3.3,9.5,1.3099999, , , , , , 
2022-01-12 01:00:00,35.0,10.95,18.0,3.2,17.5,1.39, , , , , , 
2022-01-12 02:00:00,35.0,10.85,16.0,3.4000001,17.799999,1.4, , , , , , 
2022-01-12 03:00:00,21.0,12.18,13.0,3.8,20.4,1.42, , , , , , 
2022-01-12 04:00:00,41.0,24.969999,3.0,8.5,34.0,1.54, , , , , , 
2022-01-12 05:00:00,74.0,26.98,3.0,13.0,33.700001,1.55, , , , , , 
2022-01-12 06:00:00,82.0,34.919998,3.0,19.5,34.900002,1.59, , , , , , 
2022-01-12 07:00:00,90.0,36.130001,,16.700001,33.799999,1.66, , ,s, , , 
2022-01-12 08:00:00,100.0,33.709999,4.0,14.4,34.0,1.71, , , , , , 
2022-01-12 09:00:00,119.0,36.990002,4.0,14.3,36.200001,1.99, , , , , , 
2022-01-12 10:00:00,118.0,34.220001,7.0,11.1,35.700001,1.9299999, , , , , , 
2022-01-12 11:00:00,76.0,34.950001,9.0,10.6,37.0,1.89, , , , , , 
2022-01-12 12:00:00,101.0,41.16,11.0,10.4,39.400002,1.91, , , , , , 
2022-01-12 13:00:00,111.0,51.849998,8.0,8.8999996,44.0,2.1099999, , , , , , 
2022-01-12 14:00:00,123.0,62.66,10.0,11.1,46.299999,2.24, , , , , , 
2022-01-12 15:00:00,130.0,73.900002,14.0,17.6,50.200001,2.27, , , , , , 
2022-01-12 16:00:00,141.0,77.419998,12.0,21.9,53.900002,2.0999999, , , , , , 
2022-01-12 17:00:00,133.0,58.5,17.0,10.7,45.799999,2.01, , , , , , 
2022-01-12 18:00:00,109.0,30.209999,18.0,10.6,41.900002,1.8099999, , , , , , 
2022-01-12 19:00:00,73.0,30.73,5.0,7.1999998,53.5,2.3699999, , , , , , 
2022-01-12 20:00:00,80.0,44.950001,3.0,6.0,55.400002,2.6600001, , , , , , 
2022-01-12 21:00:00,100.0,45.490002,4.0,5.5,47.299999,2.1700001, , , , , , 
2022-01-12 22:00:00,99.0,31.77,4.0,4.6999998,38.400002,1.91, , , , , , 
2022-01-12 23:00:00,73.0,41.459999,3.0,5.1999998,40.099998,2.0599999, , , , , , 
2022-01-13 00:00:00,83.0,45.889999,3.0,5.0,42.099998,2.29, , , , , , 
2022-01-13 01:00:00,90.0,51.68,3.0,5.0999999,44.900002,2.49, , , , , , 
2022-01-13 02:00:00,97.0,53.709999,,5.5,44.599998,2.51, , ,s, , , 
2022-01-13 03:00:00,110.0,72.220001,4.0,10.2,50.0,2.55, , , , , , 
2022-01-13 04:00:00,189.0,87.440002,4.0,9.3000002,51.0,2.6199999, , , , , , 
2022-01-13 05:00:00,248.0,67.769997,3.0,10.8,44.5,2.26, , , , , , 
2022-01-13 06:00:00,143.0,46.07,3.0,11.0,36.200001,1.92, , , , , , 
2022-01-13 07:00:00,97.0,42.09,3.0,8.1000004,34.400002,1.9400001, , , , , , 
2022-01-13 08:00:00,86.0,36.990002,,7.5999999,35.299999,2.28, , ,s, , , 
2022-01-13 09:00:00,95.0,37.610001,4.0,10.1,37.700001,2.6500001, , , , , , 
2022-01-13 10:00:00,110.0,37.790001,8.0,13.0,39.5,2.28, , , , , , 
2022-01-13 11:00:00,105.0,37.349998,18.0,12.0,37.299999,1.9299999, , , , , , 
2022-01-13 12:00:00,98.0,37.32,26.0,9.6000004,37.5,1.88, , , , , , 
2022-01-13 13:00:00,85.0,,33.0,10.4,44.900002,1.98, ,x, , , , 
2022-01-13 14:00:00,95.0,,41.0,12.0,39.299999,1.8099999, ,x, , , , 
2022-01-13 15:00:00,91.0,,47.0,12.9,36.099998,1.76, ,x, , , , 
2022-01-13 16:00:00,97.0,,53.0,13.4,36.5,1.85, ,x, , , , 
2022-01-13 17:00:00,101.0,,56.0,9.3999996,32.900002,1.78, ,x, , , , 
2022-01-13 18:00:00,91.0,,46.0,5.3000002,41.700001,1.9400001, ,x, , , , 
2022-01-13 19:00:00,90.0,,14.0,5.4000001,63.700001,2.29, ,x, , , , 
2022-01-13 20:00:00,87.0,,31.0,5.5,46.700001,2.01, ,x, , , , 
2022-01-13 21:00:00,70.0,,14.0,6.4000001,55.900002,2.03, ,x, , , , 
2022-01-13 22:00:00,73.0,,7.0,8.6999998,56.0,1.98, ,x, , , , 
2022-01-13 23:00:00,78.0,,4.0,7.9000001,59.900002,2.1900001, ,x, , , , 
2022-01-14 00:00:00,91.0,,4.0,13.1,61.400002,2.1600001, ,x, , , , 
2022-01-14 01:00:00,107.0,,4.0,15.6,61.799999,2.3499999, ,x, , , , 
2022-01-14 02:00:00,129.0,,,15.3,61.200001,2.3199999, ,x,s, , , 
2022-01-14 03:00:00,143.0,,5.0,10.7,51.099998,2.03, ,x, , , , 
2022-01-14 04:00:00,112.0,37.169998,5.0,11.1,47.0,1.8, , , , , , 
2022-01-14 05:00:00,107.0,34.439999,11.0,12.4,37.299999,1.73, , , , , , 
2022-01-14 06:00:00,88.0,36.029999,11.0,11.4,35.400002,1.71, , , , , , 
2022-01-14 07:00:00,88.0,42.310001,4.0,10.2,43.700001,1.8, , , , , , 
2022-01-14 08:00:00,107.0,33.810001,4.0,10.7,44.900002,2.02, , , , , , 
2022-01-14 09:00:00,113.0,30.27,6.0,11.3,44.700001,2.28, , , , , , 
2022-01-14 10:00:00,117.0,26.709999,10.0,11.8,44.799999,2.0999999, , , , , , 
2022-01-14 11:00:00,110.0,34.439999,19.0,11.5,50.900002,2.1700001, , , , , , 
2022-01-14 12:00:00,126.0,44.060001,38.0,8.8999996,44.400002,2.02, , , , , , 
2022-01-14 13:00:00,125.0,41.900002,47.0,9.6999998,43.900002,1.87, , , , , , 
2022-01-14 14:00:00,101.0,70.5,45.0,22.299999,66.0,2.1600001, , , , , , 
2022-01-14 15:00:00,139.0,70.470001,73.0,9.6000004,51.099998,2.1800001, , , , , , 
2022-01-14 16:00:00,134.0,47.93,80.0,8.0,39.599998,2.05, , , , , , 
2022-01-14 17:00:00,118.0,26.280001,76.0,6.6999998,32.0,1.85, , , , , , 
2022-01-14 18:00:00,88.0,23.25,57.0,6.0999999,41.700001,2.05, , , , , , 
2022-01-14 19:00:00,79.0,24.9,13.0,5.6999998,74.099998,2.5899999, , , , , , 
2022-01-14 20:00:00,85.0,27.66,4.0,6.1999998,84.0,2.78, , , , , , 
2022-01-14 21:00:00,94.0,38.41,4.0,8.3000002,82.400002,2.76, , , , , , 
2022-01-14 22:00:00,121.0,54.439999,4.0,17.0,83.099998,2.6800001, , , , , , 
2022-01-14 23:00:00,158.0,54.540001,8.0,16.9,71.599998,2.29, , , , , , 
2022-01-15 00:00:00,132.0,49.57,8.0,14.4,65.199997,2.1800001, , , , , , 
2022-01-15 01:00:00,117.0,41.299999,10.0,12.5,55.400002,2.03, , , , , , 
2022-01-15 02:00:00,106.0,36.470001,11.0,11.2,47.299999,1.87, , , , , , 
2022-01-15 03:00:00,102.0,22.040001,25.0,12.1,25.799999,1.53, , , , , , 
2022-01-15 04:00:00,69.0,14.31,27.0,8.1999998,17.9,1.4400001, , , , , , 
2022-01-15 05:00:00,46.0,14.49,19.0,7.6999998,22.1,1.47, , , , , , 
2022-01-15 06:00:00,67.0,28.290001,12.0,7.8000002,32.200001,1.59, , , , , , 
2022-01-15 07:00:00,169.0,100.89,30.0,4.3000002,12.1,1.38, , , , , , 
2022-01-15 08:00:00,,55.009998,28.0,3.4000001,10.0,1.33,o, , , , , 
2022-01-15 09:00:00,448.0,35.099998,25.0,3.3,11.7,1.35, , , , , , 
2022-01-15 10:00:00,277.0,32.619999,27.0,3.4000001,10.6,1.36, , , , , , 
2022-01-15 11:00:00,284.0,31.540001,30.0,3.7,9.8999996,1.39, , , , , , 
2022-01-15 12:00:00,313.0,32.349998,32.0,4.5,9.1000004,1.46, , , , , , 
2022-01-15 13:00:00,332.0,19.73,33.0,3.5,9.6999998,1.36, , , , , , 
2022-01-15 14:00:00,172.0,18.15,35.0,3.5,8.5,1.3200001, , , , , , 
2022-01-15 15:00:00,171.0,16.16,36.0,3.0999999,6.8000002,1.29, , , , , , 
2022-01-15 16:00:00,153.0,15.25,35.0,3.0999999,6.6999998,1.29, , , , , , 
2022-01-15 17:00:00,132.0,17.469999,33.0,4.0999999,9.8999996,1.39, , , , , , 
2022-01-15 18:00:00,131.0,17.559999,32.0,3.5,9.1000004,1.3, , , , , , 
2022-01-15 19:00:00,124.0,21.75,30.0,4.4000001,13.2,1.38, , , , , , 
2022-01-15 20:00:00,165.0,27.82,27.0,4.5999999,16.0,1.37, , , , , , 
2022-01-15 21:00:00,166.0,33.029999,17.0,9.0,27.200001,1.38, , , , , , 
2022-01-15 22:00:00,185.0,32.43,18.0,5.5,24.1,1.4, , , , , , 
2022-01-15 23:00:00,174.0,31.200001,22.0,4.0999999,19.0,1.38, , , , , , 
2022-01-16 00:00:00,164.0,29.059999,26.0,3.9000001,14.1,1.33, , , , , , 
2022-01-16 01:00:00,142.0,26.959999,24.0,3.3,13.7,1.3200001, , , , , , 
2022-01-16 02:00:00,127.0,26.450001,22.0,3.4000001,13.4,1.34, , , , , , 
2022-01-16 03:00:00,123.0,26.74,19.0,3.2,15.7,1.38, , , , , , 
2022-01-16 04:00:00,127.0,23.639999,19.0,3.7,17.9,1.34, , , , , , 
2022-01-16 05:00:00,111.0,20.18,25.0,4.8000002,11.3,1.28, , , , , , 
2022-01-16 06:00:00,124.0,19.98,24.0,3.7,9.3999996,1.27, , , , , , 
2022-01-16 07:00:00,95.0,20.73,14.0,3.5999999,17.299999,1.36, , , , , , 
2022-01-16 08:00:00,97.0,21.950001,7.0,4.0999999,23.6,1.49, , , , , , 
2022-01-16 09:00:00,93.0,21.4,13.0,4.3000002,23.5,1.52, , , , , , 
2022-01-16 10:00:00,102.0,20.91,26.0,4.1999998,14.3,1.37, , , , , , 
2022-01-16 11:00:00,108.0,16.68,33.0,3.7,11.8,1.3200001, , , , , , 
2022-01-16 12:00:00,94.0,18.41,35.0,4.3000002,13.7,1.36, , , , , , 
2022-01-16 13:00:00,105.0,20.5,39.0,4.8000002,12.9,1.37, , , , , , 
2022-01-16 14:00:00,106.0,24.82,40.0,6.0,16.700001,1.4299999, , , , , , 
2022-01-16 15:00:00,109.0,36.639999,46.0,5.4000001,17.1,1.7, , , , , , 
2022-01-16 16:00:00,117.0,38.43,50.0,5.0999999,14.5,1.63, , , , , , 
2022-01-16 17:00:00,112.0,23.379999,47.0,4.0,12.0,1.5700001, , , , , , 
2022-01-16 18:00:00,96.0,18.209999,42.0,3.5999999,12.6,1.58, , , , , , 
2022-01-16 19:00:00,87.0,18.299999,37.0,3.5,15.6,1.48, , , , , , 
2022-01-16 20:00:00,79.0,21.49,22.0,3.5999999,26.6,1.58, , , , , , 
2022-01-16 21:00:00,73.0,22.15,14.0,3.7,34.0,1.7, , , , , , 
2022-01-16 22:00:00,80.0,30.530001,5.0,6.0999999,43.299999,1.9299999, , , , , , 
2022-01-16 23:00:00,89.0,37.509998,4.0,11.6,44.099998,1.96, , , , , , 
2022-01-17 00:00:00,104.0,35.82,3.0,9.1999998,43.599998,2.01, , , , , , 
2022-01-17 01:00:00,100.0,52.52,4.0,7.9000001,44.599998,2.3199999, , , , , , 
2022-01-17 02:00:00,116.0,43.849998,3.0,12.8,44.5,2.0699999, , , , , , 
2022-01-17 03:00:00,121.0,51.43,3.0,20.4,44.799999,1.9, , , , , , 
2022-01-17 04:00:00,172.0,49.639999,3.0,17.9,43.799999,1.77, , , , , , 
2022-01-17 05:00:00,161.0,38.400002,6.0,14.4,36.599998,1.64, , , , , , 
2022-01-17 06:00:00,115.0,28.809999,8.0,11.1,31.5,1.52, , , , , , 
